Rank,Player,Team,Position,"FHG Value","Games Played",SO,SV%,GAA,W,G,A,+/-,SOG,GWG,PPP,SHP,HITS,FOW
846,"Nicklas Jensen",VAN,LW,-147,5," "," "," "," ",0,0,-1,7,0,0,0,7,0
847,"David Wolf",CGY,LW,-148,3," "," "," "," ",0,0,0,1,0,0,0,6,1
848,"Mike Angelidis",TBL,LW,-148,3," "," "," "," ",0,0,0,0,0,0,0,5,7
849,"Phillip Danault",CHI,LW,-148,2," "," "," "," ",0,0,0,2,0,0,0,3,6
850,"Justin Shugg",CAR,LW,-148,3," "," "," "," ",0,0,0,3,0,0,0,3,0
851,"Brandon McMillan",VAN,C,-148,58," "," "," "," ",1,3,-19,51,0,0,0,91,10
852,"Eric Tangradi",DET,LW,-148,7," "," "," "," ",0,0,-3,5,0,0,0,12,1
853,"Ryan Malone",NYR,LW,-148,6," "," "," "," ",0,0,-4,6,0,0,0,14,1
854,"Anthony Mantha",DET,LW,-148,1," "," "," "," ",0,0,0,0,0,0,0,4,0
855,"Aaron Volpatti",WSH,LW,-148,2," "," "," "," ",0,0,0,1,0,0,0,3,0
856,"Rich Clune",NSH,LW,-148,1," "," "," "," ",0,0,0,0,0,0,0,3,0
857,"Drayson Bowman",MTL,LW,-148,3," "," "," "," ",0,0,0,0,0,0,0,3,0
858,"Brendan Ranford",DAL,LW,-149,1," "," "," "," ",0,0,0,0,0,0,0,2,0
859,"Max Friberg",ANA,LW,-149,1," "," "," "," ",0,0,0,0,0,0,0,2,0
860,"Patrick Bordeleau",COL,LW,-149,1," "," "," "," ",0,0,0,0,0,0,0,2,0
861,"David Van Der Gulik",LAK,LW,-149,1," "," "," "," ",0,0,0,1,0,0,0,1,0
862,"Brandon Defazio",BOS,LW,-149,2," "," "," "," ",0,0,0,2,0,0,0,0,0
863,"Garrett Wilson",FLA,LW,-149,2," "," "," "," ",0,0,-2,5,0,0,0,5,0
864,"Brendan Woods",CAR,LW,-149,2," "," "," "," ",0,0,-1,3,0,0,0,2,0
865,"Dany Heatley",ANA,LW,-149,6," "," "," "," ",0,0,-3,8,0,0,0,5,0
866,"Carl Klingberg",NYR,LW,-149,2," "," "," "," ",0,0,-1,0,0,0,0,2,0
867,"Mackenzie Skapski",NYR,G,-150,3,1,0.978,0.5,2," "," "," "," "," "," "," "," "," "
868,"Brian Gibbons",NYR,C,-150,25," "," "," "," ",0,5,2,21,0,1,0,14,4
869,"Jonas Gustavsson",DET,G,-150,8,2,0.911,2.56,3," "," "," "," "," "," "," "," "," "
870,"Andrew Ebbett",PIT,C,-151,24," "," "," "," ",1,5,1,21,0,0,0,10,39
871,"Sam Carrick",TOR,C,-152,16," "," "," "," ",1,1,1,17,0,0,0,30,38
872,"Michael Santorelli",NSH,C,-153,17," "," "," "," ",1,1,-4,38,1,0,0,7,9
873,"Curtis McElhinney",CBJ,G,-153,33,0,0.914,2.88,12," "," "," "," "," "," "," "," "," "
874,"Freddie Hamilton",COL,C,-154,18," "," "," "," ",1,0,-2,11,1,0,0,25,24
875,"Troy Grosenick",SJS,G,-154,3,1,0.948,1.52,1," "," "," "," "," "," "," "," "," "
876,"Joey Hishon",COL,C,-154,13," "," "," "," ",1,1,-1,19,1,0,0,3,35
877,"Philip Varone",BUF,C,-154,28," "," "," "," ",3,2,-14,28,0,0,0,30,147
878,"Jhonas Enroth",LAK,G,-155,50,3,0.904,3.14,18," "," "," "," "," "," "," "," "," "
879,"Tim Sestito",NJD,C,-156,15," "," "," "," ",0,2,-1,10,0,0,0,22,48
880,"Brett Sutter",MIN,C,-157,6," "," "," "," ",0,3,1,6,0,0,0,16,0
881,"Thomas Greiss",NYI,G,-157,21,0,0.908,2.59,9," "," "," "," "," "," "," "," "," "
882,"Landon Ferraro",DET,C,-158,3," "," "," "," ",1,0,1,4,1,0,0,3,0
883,"Sean Collins",WSH,C,-159,8," "," "," "," ",0,2,0,4,0,0,0,18,2
884,"Rocco Grimaldi",FLA,C,-159,7," "," "," "," ",1,0,1,18,0,0,0,7,6
885,"Brendan Shinnimin",ARI,C,-159,12," "," "," "," ",0,1,-1,10,0,0,0,12,42
886,"Paul Carey",WSH,C,-159,10," "," "," "," ",0,1,2,5,0,0,0,12,0
887,"Stefan Matteau",NJD,C,-160,7," "," "," "," ",1,0,0,8,0,0,0,17,0
888,"Eric O'dell",OTT,C,-160,11," "," "," "," ",0,1,0,6,0,0,0,14,18
889,"Nick Cousins",PHI,C,-160,11," "," "," "," ",0,0,1,6,0,0,0,13,23
890,"Drew Shore",CGY,C,-160,11," "," "," "," ",1,2,-5,13,0,0,0,10,29
891,"Travis Morin",DAL,C,-161,6," "," "," "," ",0,0,1,10,0,0,0,3,28
892,"Justin Hodgman",STL,C,-161,5," "," "," "," ",1,0,-2,3,0,1,0,8,25
893,"Casey Bailey",TOR,C,-161,6," "," "," "," ",1,0,1,9,0,0,0,3,0
894,"Zac Dalpe",MIN,C,-161,21," "," "," "," ",1,2,-11,29,0,0,0,15,20
895,"Chris Brown",WSH,C,-162,5," "," "," "," ",1,0,1,4,0,0,0,6,1
896,"Andrew Copp",WPG,C,-162,1," "," "," "," ",0,1,2,4,0,0,0,0,6
897,"Alexandre Bolduc",ARI,C,-162,3," "," "," "," ",0,0,-1,3,0,0,0,17,10
898,"Reid Boucher",NJD,C,-162,11," "," "," "," ",1,0,-4,20,0,0,0,9,0
899,"Jonathan Marchessault",TBL,C,-162,2," "," "," "," ",1,0,1,3,0,0,0,4,1
900,"Peter Regin",CHI,C,-162,4," "," "," "," ",0,1,1,3,0,0,0,3,1
901,"Jason Akeson",BUF,C,-162,13," "," "," "," ",0,0,-1,9,0,0,0,11,1
902,"Shane Prince",OTT,C,-163,2," "," "," "," ",0,1,1,2,0,0,0,2,0
903,"Joni Ortio",CGY,G,-163,7,1,0.908,2.52,4," "," "," "," "," "," "," "," "," "
904,"Sam Reinhart",BUF,C,-163,9," "," "," "," ",0,1,-1,3,0,0,0,3,21
905,"Kael Mouillierat",PIT,C,-163,6," "," "," "," ",1,1,-3,1,0,0,0,8,16
906,"Alex Stalock",SJS,G,-163,23,2,0.902,2.62,8," "," "," "," "," "," "," "," "," "
907,"Gabriel Dumont",MTL,C,-163,3," "," "," "," ",0,0,-1,4,0,0,0,8,11
908,"Michael Sgarbossa",ANA,C,-163,3," "," "," "," ",0,1,0,2,0,0,0,0,9
909,"Tomas Vincour",COL,C,-164,7," "," "," "," ",0,1,-1,2,0,0,0,5,0
910,"Corban Knight",FLA,C,-164,2," "," "," "," ",0,0,0,2,0,0,0,4,9
911,"Greg Mckegg",FLA,C,-164,3," "," "," "," ",0,0,0,1,0,0,0,3,17
912,"Philipp Grubauer",WSH,G,-164,1,0,0.92,0,1," "," "," "," "," "," "," "," "," "
913,"Tom McCollum",DET,G,-164,3,0,0.96,0.91,1," "," "," "," "," "," "," "," "," "
914,"Bobby Robins",BOS,C,-164,3," "," "," "," ",0,0,0,0,0,0,0,6,0
915,"Oscar Lindberg",NYR,C,-164,1," "," "," "," ",0,0,0,2,0,0,0,3,2
916,"Tyler Graovac",MIN,C,-164,3," "," "," "," ",0,0,0,4,0,0,0,0,6
917,"Matt Lindblad",NYR,C,-164,2," "," "," "," ",0,0,0,3,0,0,0,2,0
918,"Ryan Craig",CBJ,C,-165,2," "," "," "," ",0,0,0,2,0,0,0,2,0
919,"Micheal Haley",SJS,C,-165,4," "," "," "," ",0,0,-1,1,0,0,0,6,2
920,"Sam Bennett",CGY,C,-165,1," "," "," "," ",0,1,-1,1,0,0,0,0,1
921,"Colin Smith",COL,C,-165,1," "," "," "," ",0,0,0,1,0,0,0,1,4
922,"Luke Adam",NYR,C,-165,3," "," "," "," ",0,0,0,0,0,0,0,2,0
923,"Dana Tyrell",CBJ,C,-165,3," "," "," "," ",0,0,-1,1,0,0,0,5,0
924,"Patrice Cormier",WPG,C,-165,1," "," "," "," ",0,0,0,0,0,0,0,1,3
925,"Henrik Samuelsson",ARI,C,-165,3," "," "," "," ",0,0,-2,4,0,0,0,5,2
926,"Tyler Gaudet",ARI,C,-165,2," "," "," "," ",0,0,-1,1,0,0,0,2,9
927,"Scott Wilson",PIT,C,-165,1," "," "," "," ",0,0,0,0,0,0,0,0,0
928,"Bogdan Yakimov",EDM,C,-165,1," "," "," "," ",0,0,-1,1,0,0,0,2,3
929,"Patrick Brown",CAR,C,-165,7," "," "," "," ",0,0,-4,4,0,0,0,11,0
930,"Kevin Fiala",NSH,C,-166,1," "," "," "," ",0,0,-1,3,0,0,0,0,0
931,"Dominik Uher",PIT,C,-166,2," "," "," "," ",0,0,-1,0,0,0,0,2,0
932,"Colin Fraser",STL,C,-166,1," "," "," "," ",0,0,-1,1,0,0,0,1,0
933,"Will Acton",EDM,C,-166,3," "," "," "," ",0,0,-2,2,0,0,0,3,4
934,"Ryan Bourque",NYR,C,-166,1," "," "," "," ",0,0,-1,1,0,0,0,0,0
935,"Brody Sutter",CAR,C,-166,4," "," "," "," ",0,0,-2,0,0,0,0,3,7
936,"Alex Khokhlachev",BOS,C,-166,3," "," "," "," ",0,0,-2,1,0,0,0,1,9
937,"Max Reinhart",NSH,C,-167,4," "," "," "," ",0,0,-3,3,0,0,0,1,6
938,"Blair Jones",VAN,C,-167,4," "," "," "," ",0,0,-4,0,0,0,0,7,5
939,"Chris Driedger",OTT,G,-168,2,0,1,0,0," "," "," "," "," "," "," "," "," "
940,"Laurent Brossoit",EDM,G,-168,1,0,0.961,2.013,0," "," "," "," "," "," "," "," "," "
941,"Marek Mazanec",NSH,G,-168,3,0,0.915,2.27,0," "," "," "," "," "," "," "," "," "
942,"Jeff Zatkoff",PIT,G,-168,2,0,0.941,1.63,0," "," "," "," "," "," "," "," "," "
943,"Dustin Tokarski",MTL,G,-179,18,0,0.91,2.75,6," "," "," "," "," "," "," "," "," "
944,"Carter Hutton",NSH,G,-181,19,1,0.902,2.61,6," "," "," "," "," "," "," "," "," "
945,"Michal Neuvirth",PHI,G,-185,33,0,0.914,2.98,7," "," "," "," "," "," "," "," "," "
946,"Jason LaBarbera",PHI,G,-185,6,0,0.909,2.6,2," "," "," "," "," "," "," "," "," "
947,"Richard Bachman",VAN,G,-188,7,1,0.911,2.84,3," "," "," "," "," "," "," "," "," "
948,"Anton Khudobin",ANA,G,-190,35,1,0.9,2.72,8," "," "," "," "," "," "," "," "," "
949,"Robin Lehner",BUF,G,-209,26,0,0.905,3.02,9," "," "," "," "," "," "," "," "," "
950,"Mike Smith",ARI,G,-209,62,0,0.904,3.21,14," "," "," "," "," "," "," "," "," "
951,"Louis Domingue",ARI,G,-212,7,0,0.911,2.9,1," "," "," "," "," "," "," "," "," "
952,"Andrey Makarov",BUF,G,-214,2,0,0.917,3,0," "," "," "," "," "," "," "," "," "
953,"James Reimer",TOR,G,-216,36,0,0.907,3.16,9," "," "," "," "," "," "," "," "," "
954,"Anders Lindback",ARI,G,-218,27,0,0.909,3.11,6," "," "," "," "," "," "," "," "," "
955,"Martin Brodeur",STL,G,-229,8,1,0.899,2.87,3," "," "," "," "," "," "," "," "," "
956,"Ben Scrivens",EDM,G,-241,57,1,0.89,3.22,15," "," "," "," "," "," "," "," "," "
957,"Ray Emery",PHI,G,-244,32,0,0.894,3.06,10," "," "," "," "," "," "," "," "," "
958,"Al Montoya",FLA,G,-263,21,0,0.892,3.01,6," "," "," "," "," "," "," "," "," "
959,"Rob Zepp",PHI,G,-268,11,0,0.888,2.89,5," "," "," "," "," "," "," "," "," "
960,"Chad Johnson",BUF,G,-271,20,0,0.889,3.08,8," "," "," "," "," "," "," "," "," "
961,"Niklas Backstrom",MIN,G,-287,20,0,0.887,3.05,5," "," "," "," "," "," "," "," "," "
962,"Kevin Poulin",NYI,G,-287,2,0,0.885,2.77,0," "," "," "," "," "," "," "," "," "
963,"Viktor Fasth",EDM,G,-315,27,0,0.888,3.41,6," "," "," "," "," "," "," "," "," "
964,"Evgeni Nabokov",SJS,G,-320,12,0,0.882,3.14,3," "," "," "," "," "," "," "," "," "
965,"Jacob Markstrom",VAN,G,-334,4,0,0.879,3.09,1," "," "," "," "," "," "," "," "," "
966,"Justin Peters",WSH,G,-334,13,0,0.881,3.25,3," "," "," "," "," "," "," "," "," "
967,"Matt Hackett",ANA,G,-443,6,0,0.884,4.32,0," "," "," "," "," "," "," "," "," "
968,"Anton Forsberg",CBJ,G,-537,6,0,0.866,4.69,0," "," "," "," "," "," "," "," "," "
969,"Ilya Bryzgalov",ANA,G,-563,8,0,0.847,4.38,1," "," "," "," "," "," "," "," "," "
970,"Scott Clemmensen",NJD,G,-586,4,0,0.852,4.73,0," "," "," "," "," "," "," "," "," "
971,"Mike McKenna",FLA,G,-609,2,0,0.853,5,0," "," "," "," "," "," "," "," "," "
972,"John Curry",MIN,G,-699,3,0,0.8,4.18,0," "," "," "," "," "," "," "," "," "
973,"Tyler Bunz",EDM,G,"-1,333",2,0,0.75,9,0," "," "," "," "," "," "," "," "," "
974,"Jussi Rynnas",DAL,G,"-1,429",2,0,0.841,12.95,0," "," "," "," "," "," "," "," "," "
975,"Malcolm Subban",BOS,G,"-1,818",2,0,0.5,5.76,0," "," "," "," "," "," "," "," "," "
976,"Sam Brittain",FLA,G,"-3,109",1,0,0,0,0," "," "," "," "," "," "," "," "," "
977,"Robb Tallas",FLA,G,"-3,109",1,0,0,0,0," "," "," "," "," "," "," "," "," "
978,"Oscar Dansk",CBJ,G,"-3,109",1,0,0,0,0," "," "," "," "," "," "," "," "," "
979,"Anthony Stolarz",PHI,G,"-3,109",1,0,0,0,0," "," "," "," "," "," "," "," "," "
980,"Antoine Bibeau",TOR,G,"-3,109",1,0,0,0,0," "," "," "," "," "," "," "," "," "
981,"Jean-francois Berube",LAK,G,"-3,109",1,0,0,0,0," "," "," "," "," "," "," "," "," "
982,"Michael Lee",ARI,G,"-3,109",1,0,0,0,0," "," "," "," "," "," "," "," "," "
983,"Pheonix Copley",STL,G,"-3,109",1,0,0,0,0," "," "," "," "," "," "," "," "," "
984,"Christopher Gibson",NYI,G,"-3,109",1,0,0,0,0," "," "," "," "," "," "," "," "," "
985,"Jordan Binnington",STL,G,"-3,109",1,0,0,0,0," "," "," "," "," "," "," "," "," "
986,"Ryan Lowe",SJS,G,"-3,109",1,0,0,0,0," "," "," "," "," "," "," "," "," "
987,"Nathan Lieuwen",BUF,G,"-3,109",1,0,0,0,0," "," "," "," "," "," "," "," "," "
988,"Jeremy Smith",BOS,G,"-3,109",1,0,0,0,0," "," "," "," "," "," "," "," "," "
989,"Sami Aittokallio",COL,G,"-3,109",1,0,0,0,0," "," "," "," "," "," "," "," "," "
990,"Igor Bobkov",ANA,G,"-3,109",1,0,0,0,0," "," "," "," "," "," "," "," "," "
991,"Brad Thiessen",CGY,G,"-3,109",1,0,0,0,0," "," "," "," "," "," "," "," "," "
992,"Drew MacIntyre",CAR,G,"-3,109",1,0,0,0,0," "," "," "," "," "," "," "," "," "
993,"Joacim Eriksson",VAN,G,"-3,109",1,0,0,0,0," "," "," "," "," "," "," "," "," "
994,"Joey MacDonald",MTL,G,"-3,109",1,0,0,0,0," "," "," "," "," "," "," "," "," "
995,"Connor Hellebuyck",WPG,G,"-3,109",1,0,0,0,0," "," "," "," "," "," "," "," "," "
